table,model_id,timing_mode,checkpoint_id,target_id,n_seeds,seeds,rmse_min,rmse_median,rmse_max,rmse_range,convergence_rate_min,convergence_rate_median,mean_iterations_max,revision_target_id
point,monthly_mixed_frequency_kalman_em,exact,pre_advance,A,5,1;2;3;4;5,6.3725243691147115,6.3725243691147115,6.3725243691147115,0.0,1.0,1.0,34.958333333333336,
point,monthly_mixed_frequency_kalman_em,exact,pre_second,S,5,1;2;3;4;5,0.4910680638084471,0.4910680638084471,0.4910680638084471,0.0,1.0,1.0,36.625,
point,monthly_mixed_frequency_kalman_em,exact,pre_third,T,5,1;2;3;4;5,0.264864793939048,0.264864793939048,0.264864793939048,0.0,1.0,1.0,34.625,
point,monthly_mixed_frequency_kalman_em,pseudo,pre_advance,A,5,1;2;3;4;5,6.372048489471502,6.372048489471502,6.372048489471502,0.0,1.0,1.0,33.583333333333336,
point,monthly_mixed_frequency_kalman_em,pseudo,pre_second,S,5,1;2;3;4;5,0.4853307494063903,0.4853307494063903,0.4853307494063903,0.0,1.0,1.0,35.416666666666664,
point,monthly_mixed_frequency_kalman_em,pseudo,pre_third,T,5,1;2;3;4;5,0.2668187274285437,0.2668187274285437,0.2668187274285437,0.0,1.0,1.0,36.166666666666664,
point,revision_dfm_kalman_em,exact,pre_advance,A,5,1;2;3;4;5,5.667158948511207,5.726735442014156,5.850169767129955,0.18301081861874824,1.0,1.0,26.666666666666668,
point,revision_dfm_kalman_em,exact,pre_second,S,5,1;2;3;4;5,0.7307315990538492,0.7307689113367175,0.7316711788116219,0.0009395797577727016,1.0,1.0,25.75,
point,revision_dfm_kalman_em,exact,pre_third,T,5,1;2;3;4;5,0.2355194244095715,0.2357259917729563,0.2357921323783139,0.0002727079687424028,1.0,1.0,26.0,
point,revision_dfm_kalman_em,pseudo,pre_advance,A,5,1;2;3;4;5,5.657869595899791,5.749226577345276,5.844408949548054,0.18653935364826335,1.0,1.0,26.541666666666668,
point,revision_dfm_kalman_em,pseudo,pre_second,S,5,1;2;3;4;5,0.7294265088463365,0.7301370068195933,0.7304285385095671,0.001002029663230597,1.0,1.0,25.75,
point,revision_dfm_kalman_em,pseudo,pre_third,T,5,1;2;3;4;5,0.2355268300175177,0.235735286438679,0.2358000731277011,0.00027324311018339653,1.0,1.0,26.0,
revision,indicator_revision_only_dfm_kalman_em,exact,pre_advance,,5,1;2;3;4;5,0.3091344361007569,0.3091344361007569,0.3091344361007569,0.0,1.0,1.0,43.333333333333336,DELTA_SA
revision,indicator_revision_only_dfm_kalman_em,exact,pre_second,,5,1;2;3;4;5,0.2279327879734142,0.2279327879734142,0.2279327879734142,0.0,1.0,1.0,44.25,DELTA_TS
revision,indicator_revision_only_dfm_kalman_em,exact,pre_third,,5,1;2;3;4;5,1.102316552954126,1.102316552954126,1.102316552954126,0.0,1.0,1.0,41.75,DELTA_MT
revision,indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,,5,1;2;3;4;5,0.3091344361007569,0.3091344361007569,0.3091344361007569,0.0,1.0,1.0,42.708333333333336,DELTA_SA
revision,indicator_revision_only_dfm_kalman_em,pseudo,pre_second,,5,1;2;3;4;5,0.2279327879734142,0.2279327879734142,0.2279327879734142,0.0,1.0,1.0,44.166666666666664,DELTA_TS
revision,indicator_revision_only_dfm_kalman_em,pseudo,pre_third,,5,1;2;3;4;5,1.102316552954126,1.102316552954126,1.102316552954126,0.0,1.0,1.0,42.25,DELTA_MT
revision,joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,,5,1;2;3;4;5,0.583370833062402,0.6234821628587529,0.6296558073528872,0.04628497429048517,1.0,1.0,43.458333333333336,DELTA_SA
revision,joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,,5,1;2;3;4;5,0.2295902328596023,0.2308592929990444,0.2308909740314373,0.0013007411718349848,1.0,1.0,44.583333333333336,DELTA_TS
revision,joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,,5,1;2;3;4;5,1.1000248405322977,1.100050965150715,1.1000895629026994,6.472237040178186e-05,1.0,1.0,41.791666666666664,DELTA_MT
revision,joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,,5,1;2;3;4;5,0.5852554754034269,0.6253035502046854,0.6337450302145816,0.04848955481115469,1.0,1.0,43.0,DELTA_SA
revision,joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,,5,1;2;3;4;5,0.2295858106312242,0.2308372475355259,0.2308731901043168,0.001287379473092598,1.0,1.0,44.5,DELTA_TS
revision,joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,,5,1;2;3;4;5,1.0999292672638694,1.100044988100454,1.1000847140606909,0.0001554467968214457,1.0,1.0,43.208333333333336,DELTA_MT
revision,monthly_mixed_frequency_kalman_em,exact,pre_advance,,5,1;2;3;4;5,0.6552762286732907,0.6552762286732907,0.6552762286732907,0.0,1.0,1.0,34.958333333333336,DELTA_SA
revision,monthly_mixed_frequency_kalman_em,exact,pre_second,,5,1;2;3;4;5,0.315342605787163,0.315342605787163,0.315342605787163,0.0,1.0,1.0,36.625,DELTA_TS
revision,monthly_mixed_frequency_kalman_em,exact,pre_third,,5,1;2;3;4;5,1.1148773177793003,1.1148773177793003,1.1148773177793003,0.0,1.0,1.0,34.625,DELTA_MT
revision,monthly_mixed_frequency_kalman_em,pseudo,pre_advance,,5,1;2;3;4;5,0.6546198940249426,0.6546198940249426,0.6546198940249426,0.0,1.0,1.0,33.583333333333336,DELTA_SA
revision,monthly_mixed_frequency_kalman_em,pseudo,pre_second,,5,1;2;3;4;5,0.3106673247167644,0.3106673247167644,0.3106673247167644,0.0,1.0,1.0,35.416666666666664,DELTA_TS
revision,monthly_mixed_frequency_kalman_em,pseudo,pre_third,,5,1;2;3;4;5,1.115710293287281,1.115710293287281,1.115710293287281,0.0,1.0,1.0,36.166666666666664,DELTA_MT
revision,revision_dfm_kalman_em,exact,pre_advance,,5,1;2;3;4;5,0.5298136912191913,0.5378406389930714,0.5558734420610614,0.026059750841870066,1.0,1.0,26.666666666666668,DELTA_SA
revision,revision_dfm_kalman_em,exact,pre_second,,5,1;2;3;4;5,0.2295952537321345,0.2296734793172358,0.229701948136026,0.00010669440389152185,1.0,1.0,25.75,DELTA_TS
revision,revision_dfm_kalman_em,exact,pre_third,,5,1;2;3;4;5,1.10114490030036,1.1011514697267912,1.1011656165790733,2.0716278713361902e-05,1.0,1.0,26.0,DELTA_MT
revision,revision_dfm_kalman_em,pseudo,pre_advance,,5,1;2;3;4;5,0.5360674720213164,0.5525939889678744,0.5554351436134581,0.0193676715921417,1.0,1.0,26.541666666666668,DELTA_SA
revision,revision_dfm_kalman_em,pseudo,pre_second,,5,1;2;3;4;5,0.229602647962481,0.2296525032197026,0.2296811697141089,7.852175162789687e-05,1.0,1.0,25.75,DELTA_TS
revision,revision_dfm_kalman_em,pseudo,pre_third,,5,1;2;3;4;5,1.1011422733218756,1.101148883452637,1.1011630629087643,2.078958688866983e-05,1.0,1.0,26.0,DELTA_MT
