timing_mode,checkpoint_id,outcome_id,model_id,mean_squared_error,initial_model_count,final_model_count,n_obs_final_set,alpha,bootstrap_reps,block_length,included_in_mcs_alpha_10pct,elimination_step,p_value_at_elimination,test_stat_at_elimination,last_set_p_value,last_set_test_stat,method_note
pseudo,pre_second,DELTA_TS,no_revision,0.1305972198734177,11,11,79,0.1,5000,4,True,,,,0.10077984403119376,1.259692704320852,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_second,DELTA_TS,release_dfm,0.1323714989440272,11,11,79,0.1,5000,4,True,,,,0.10077984403119376,1.259692704320852,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_second,DELTA_TS,revision_dfm_kalman_em,0.13060329903029852,11,11,79,0.1,5000,4,True,,,,0.10077984403119376,1.259692704320852,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_second,DELTA_TS,spf,0.1305972198734177,11,11,79,0.1,5000,4,True,,,,0.10077984403119376,1.259692704320852,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_second,DELTA_TS,standard_dfm,0.1347690940522267,11,11,79,0.1,5000,4,True,,,,0.10077984403119376,1.259692704320852,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_third,DELTA_MT,ar,11.945888769440574,11,8,73,0.1,5000,4,False,2.0,0.07898420315936813,1.90249690320273,0.3265346930613877,1.1678653321047276,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_third,DELTA_MT,bridge,4.832872371137863,11,8,73,0.1,5000,4,False,3.0,0.09858028394321136,1.865679008689751,0.3265346930613877,1.1678653321047276,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_third,DELTA_MT,indicator_revision_only_dfm_kalman_em,2.0142592584618115,11,8,73,0.1,5000,4,True,,,,0.3265346930613877,1.1678653321047276,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_third,DELTA_MT,joint_indicator_revision_dfm_full_kalman_em,2.0244030261744856,11,8,73,0.1,5000,4,True,,,,0.3265346930613877,1.1678653321047276,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_third,DELTA_MT,midas_umidas,250.74892217063635,11,8,73,0.1,5000,4,False,1.0,0.09278144371125775,1.5772986576677095,0.3265346930613877,1.1678653321047276,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_third,DELTA_MT,monthly_mixed_frequency_kalman_em,2.169869181985473,11,8,73,0.1,5000,4,True,,,,0.3265346930613877,1.1678653321047276,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_third,DELTA_MT,no_revision,2.0142592584618115,11,8,73,0.1,5000,4,True,,,,0.3265346930613877,1.1678653321047276,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_third,DELTA_MT,release_dfm,2.3193770116366466,11,8,73,0.1,5000,4,True,,,,0.3265346930613877,1.1678653321047276,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_third,DELTA_MT,revision_dfm_kalman_em,2.022582312947151,11,8,73,0.1,5000,4,True,,,,0.3265346930613877,1.1678653321047276,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_third,DELTA_MT,spf,2.0142592584618115,11,8,73,0.1,5000,4,True,,,,0.3265346930613877,1.1678653321047276,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_third,DELTA_MT,standard_dfm,2.1245175634569633,11,8,73,0.1,5000,4,True,,,,0.3265346930613877,1.1678653321047276,Block-bootstrap MCS-style elimination using average squared-loss differentials.
